ano_pesquisa,genero,uf,regiao,cargo,senioridade,faixa_salarial,usa_ia,lang__SQL,lang__R,lang__Python,lang__C/C++/C#,lang__.NET,lang__Java,lang__Julia,lang__SAS/Stata,lang__Visual Basic/VBA,lang__Scala,lang__Matlab,lang__Rust,lang__PHP,lang__JavaScript,lang__DAX,genero_padrao,usa_ia_padrao
2024,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - paga do bolso
2024,Masculino,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,MG,Sudeste,Analista de Negócios/Business Analyst,Sênior,de R$ 16.001/mês a R$ 20.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,RJ,Sudeste,Analista de Negócios/Business Analyst,Pleno,de R$ 16.001/mês a R$ 20.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,CE,Nordeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Feminino,SP,Sudeste,,,de R$ 20.001/mês a R$ 25.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,RJ,Sudeste,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,RS,Sul,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,PR,Sul,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,CE,Nordeste,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,MG,Sudeste,,,de R$ 20.001/mês a R$ 25.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RJ,Sudeste,Outra Opção,Pleno,de R$ 1.001/mês a R$ 2.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Feminino,SP,Sudeste,Analista de Dados/Data Analyst,Sênior,de R$ 12.001/mês a R$ 16.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não usa IA
2024,Masculino,SP,Sudeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SC,Sul,Engenheiro de Dados/Data Engineer/Data Architect,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,,,Acima de R$ 40.001/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,MS,Centro-oeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Feminino,SC,Sul,Analytics Engineer,Sênior,de R$ 16.001/mês a R$ 20.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - empresa paga
2024,Masculino,RS,Sul,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - paga do bolso
2024,Masculino,PR,Sul,Analista de BI/BI Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,MG,Sudeste,Outra Opção,Pleno,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,RS,Sul,Analista de Dados/Data Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Masculino,SP,Sudeste,Engenheiro de Dados/Data Engineer/Data Architect,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,BA,Nordeste,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Feminino,,,Analista de Dados/Data Analyst,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,Analista de Negócios/Business Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,RS,Sul,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Masculino,SP,Sudeste,,,de R$ 30.001/mês a R$ 40.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Outro,RJ,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Outros,Não respondeu
2024,Feminino,AL,Nordeste,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2024,Feminino,,,Analytics Engineer,Pleno,de R$ 20.001/mês a R$ 25.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - empresa paga
2024,Feminino,SP,Sudeste,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,Não utilizo nenhum tipo de solução de IA Generativa para melhorar a produtividade no dia a dia.,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não usa IA
2024,Masculino,MT,Centro-oeste,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Feminino,SP,Sudeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,SP,Sudeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,RS,Sul,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,ES,Sudeste,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,Masculino,Usa - copilot/código
2024,Masculino,RJ,Sudeste,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Masculino,MT,Centro-oeste,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,Data Product Manager/ Product Manager (PM/APM/DPM/GPM/PO),Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso., Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,MG,Sudeste,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Feminino,MG,Sudeste,Analytics Engineer,Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2024,Feminino,CE,Nordeste,,,de R$ 12.001/mês a R$ 16.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Masculino,MG,Sudeste,,,de R$ 20.001/mês a R$ 25.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Masculino,DF,Centro-oeste,Cientista de Dados/Data Scientist,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - copilot/código
2024,Outro,SP,Sudeste,Cientista de Dados/Data Scientist,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia., Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Outros,Usa - empresa paga
2024,Masculino,SP,Sudeste,,,de R$ 30.001/mês a R$ 40.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Feminino,PR,Sul,Analista de BI/BI Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,MG,Sudeste,Analista de BI/BI Analyst,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,MA,Nordeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,PR,Sul,Analista de Dados/Data Analyst,Sênior,de R$ 25.001/mês a R$ 30.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,SC,Sul,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de R$ 25.001/mês a R$ 30.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Masculino,BA,Nordeste,Outra Opção,Júnior,de R$ 1.001/mês a R$ 2.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,MS,Centro-oeste,Cientista de Dados/Data Scientist,Sênior,de R$ 12.001/mês a R$ 16.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Feminino,SP,Sudeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Feminino,PR,Sul,Cientista de Dados/Data Scientist,Júnior,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - paga do bolso
2024,Masculino,SP,Sudeste,Cientista de Dados/Data Scientist,Pleno,de R$ 16.001/mês a R$ 20.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - empresa paga
2024,Feminino,RS,Sul,Analista de Dados/Data Analyst,Júnior,de R$ 3.001/mês a R$ 4.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - empresa paga
2024,Feminino,RS,Sul,Analista de Dados/Data Analyst,Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - paga do bolso
2024,Masculino,SP,Sudeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Feminino,RS,Sul,Analista de Dados/Data Analyst,Sênior,de R$ 3.001/mês a R$ 4.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e a empresa em que trabalho paga pela solução.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - empresa paga
2024,Masculino,SP,Sudeste,Outra Opção,Sênior,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,PE,Nordeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,MT,Centro-oeste,Outra Opção,Júnior,de R$ 2.001/mês a R$ 3.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Feminino,RS,Sul,Analista de Negócios/Business Analyst,Sênior,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - copilot/código
2024,Feminino,MA,Nordeste,Analista de Dados/Data Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - copilot/código
2024,Feminino,SP,Sudeste,,,de R$ 30.001/mês a R$ 40.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Não respondeu
2024,Feminino,PR,Sul,Outras Engenharias (não inclui dev),Pleno,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia., Utilizo soluções no estilo ""Copilot"" (exemplo: Github Copilot, Amazon CodeWhisperer ou ChatGPT Plus) para ter mais produtividade no dia a dia.",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Feminino,Usa - copilot/código
2024,Masculino,SP,Sudeste,,,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SP,Sudeste,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,SP,Sudeste,Desenvolvedor/ Engenheiro de Software/ Analista de Sistemas,Pleno,de R$ 8.001/mês a R$ 12.000/mês,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
2024,Masculino,SC,Sul,Analista de BI/BI Analyst,Pleno,de R$ 6.001/mês a R$ 8.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,RS,Sul,Engenheiro de Machine Learning/ML Engineer/AI Engineer,Sênior,de R$ 8.001/mês a R$ 12.000/mês,"Utilizo soluções pagas de AI Generativa (como por exemplo ChatGPT plus, MidJourney etc) e pago do meu próprio bolso.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - paga do bolso
2024,Masculino,AL,Nordeste,Cientista de Dados/Data Scientist,Pleno,de R$ 4.001/mês a R$ 6.000/mês,"Utilizo apenas soluções gratuitas (como por exemplo o ChatGPT), para me ajudar a ser mais produtivo no dia a dia.",1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Usa - versão gratuita
2024,Masculino,MG,Sudeste,,,,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Masculino,Não respondeu
